term,mean_tfidf,max_tfidf,document_count,cluster,x,y,docs_KPop Demon Hunters,docs_Whiplash,docs_Everything Everywhere All at Once,docs_Apex,docs_F1 The Movie,docs_GOAT,docs_Red Notice,docs_Don't Look Up,dominant_movies,global_topic
talented,0.001212651466495269,0.5264014467448054,19,1,0.06239070068554164,0.00357499137974441,0,3,2,3,2,0,5,4,"Red Notice:5, Don't Look Up:4, Whiplash:3",연기/배우/스타 파워
success,0.0012118119117309326,0.484572281591709,25,14,0.05259230483349744,-0.022021210646268614,4,13,3,1,0,3,1,0,"Whiplash:13, KPop Demon Hunters:4, Everything Everywhere All at Once:3",연기/배우/스타 파워
band,0.001203892131015568,0.6574924733010197,25,14,0.05962751673212871,-0.03967527814508281,7,18,0,0,0,0,0,0,"Whiplash:18, KPop Demon Hunters:7",연기/배우/스타 파워
gripping,0.001200551319360889,0.6870769543604968,20,14,0.043600575196905605,-0.0015415019753094639,1,9,0,7,3,0,0,0,"Whiplash:9, Apex:7, F1 The Movie:3",연기/배우/스타 파워
dreams,0.0011859882395067244,0.5284689416202545,21,14,0.07986855446738028,-0.007766447180316299,0,11,0,0,0,10,0,0,"Whiplash:11, GOAT:10",연기/배우/스타 파워
terrifying,0.0011617264132008224,0.6265964258893894,18,14,0.06184441863800278,-0.026002864104682947,0,6,1,7,0,0,0,4,"Apex:7, Whiplash:6, Don't Look Up:4",연기/배우/스타 파워
stellar,0.0011267263715039743,0.8127923868301787,16,14,0.04654478374802887,-0.016498187854030035,2,5,0,1,1,0,0,7,"Don't Look Up:7, Whiplash:5, KPop Demon Hunters:2",연기/배우/스타 파워
worthy,0.0011103167834301785,0.6110748326571824,19,14,0.04906946413937169,-0.025696826573420668,3,3,4,3,3,0,1,2,"Everything Everywhere All at Once:4, KPop Demon Hunters:3, Whiplash:3",연기/배우/스타 파워
screenplay,0.0011055155710537972,0.477781141000951,22,14,0.05524207570125166,-0.02424917193261361,0,8,4,2,1,0,2,5,"Whiplash:8, Don't Look Up:5, Everything Everywhere All at Once:4",연기/배우/스타 파워
achieve,0.0011002395714489802,0.5554056136216242,23,14,0.050587105337325244,0.010933710296365085,3,13,1,1,2,2,1,0,"Whiplash:13, KPop Demon Hunters:3, F1 The Movie:2",연기/배우/스타 파워
supporting,0.001088875750726645,0.3408922125481771,24,14,0.053278806280262755,-0.028885337429777124,0,7,5,0,5,4,0,3,"Whiplash:7, Everything Everywhere All at Once:5, F1 The Movie:5",연기/배우/스타 파워
rotten,0.0010850868695239384,0.7034129558916293,14,8,0.04316618052466507,-0.0297942552813054,2,0,1,1,1,2,4,3,"Red Notice:4, Don't Look Up:3, KPop Demon Hunters:2",연기/배우/스타 파워
thrill,0.0010770891322809653,0.49815267123525586,17,1,0.049003644769231615,-0.01198892454483652,1,2,2,8,3,1,0,0,"Apex:8, F1 The Movie:3, Whiplash:2",연기/배우/스타 파워
delivered,0.001071811917600529,0.5241244836975049,21,8,0.060467134407380226,-0.01947339898356112,0,1,2,4,4,2,2,6,"Don't Look Up:6, Apex:4, F1 The Movie:4",연기/배우/스타 파워
leaves,0.0010639007357180622,0.5453079107176831,21,14,0.055009038063447,-0.03502505629693517,0,10,4,1,3,1,0,2,"Whiplash:10, Everything Everywhere All at Once:4, F1 The Movie:3",연기/배우/스타 파워
ass,0.0010282668510409373,0.6634212884895873,11,1,0.0496545173844783,-0.020308382827938426,2,2,0,5,1,0,1,0,"Apex:5, KPop Demon Hunters:2, Whiplash:2",연기/배우/스타 파워
school,0.0010279040291253573,0.4419662574397866,19,14,0.05126433170557806,-0.03506714358335894,0,12,0,1,3,1,1,1,"Whiplash:12, F1 The Movie:3, Apex:1",연기/배우/스타 파워
aren,0.001025184795727078,0.6033613819547483,22,14,0.05791040995139796,-0.0455422697676807,3,5,1,4,3,2,2,2,"Whiplash:5, Apex:4, KPop Demon Hunters:3",연기/배우/스타 파워
edited,0.0010148824416140784,0.8640062650744088,13,14,0.03651944928486233,-0.026861617340829827,0,5,0,0,3,1,1,3,"Whiplash:5, F1 The Movie:3, Don't Look Up:3",연기/배우/스타 파워
actress,0.001005094344085246,0.5545123540559554,17,1,0.04761028637869643,-0.031330904134478796,0,0,6,8,0,0,2,1,"Apex:8, Everything Everywhere All at Once:6, Red Notice:2",연기/배우/스타 파워
viewer,0.0009914634062991067,0.31133846920530345,22,14,0.0481182650766019,-0.041358969208370774,1,9,3,1,1,0,2,5,"Whiplash:9, Don't Look Up:5, Everything Everywhere All at Once:3",연기/배우/스타 파워
dramatic,0.0009694355883364352,0.359238118914337,20,14,0.056334714093253926,-0.02359446514798765,4,3,4,1,6,0,1,1,"F1 The Movie:6, KPop Demon Hunters:4, Everything Everywhere All at Once:4",연기/배우/스타 파워
killer,0.0009645650176168572,0.3495571520424222,17,1,0.053074251720909925,-0.023176295294967005,0,0,0,14,1,1,0,1,"Apex:14, F1 The Movie:1, GOAT:1",연기/배우/스타 파워
wilderness,0.0009576212174633782,0.5102911725076252,16,1,0.03278777711546417,-0.026085738507450103,0,0,0,16,0,0,0,0,Apex:16,연기/배우/스타 파워
ruined,0.0009557732351944898,0.6604174487976625,11,8,0.039497581881487685,0.005491283137092395,0,0,2,1,1,1,5,1,"Red Notice:5, Everything Everywhere All at Once:2, Apex:1",연기/배우/스타 파워
musician,0.0009556508979714437,0.5552553872057594,14,14,0.045487083755469386,-0.017298525724945165,0,14,0,0,0,0,0,0,Whiplash:14,연기/배우/스타 파워
satisfying,0.0009506116552337568,0.33217844926111606,19,14,0.043994490001796685,-0.019479313101106913,1,6,3,3,3,2,1,0,"Whiplash:6, Everything Everywhere All at Once:3, Apex:3",연기/배우/스타 파워
river,0.000949480838572401,0.3539524195573651,19,1,0.04594879151811035,-0.0373758652669749,0,0,0,19,0,0,0,0,Apex:19,연기/배우/스타 파워
blew,0.0009426504107326358,0.5702370438748641,11,14,0.04292699610279256,-0.029705134240139777,1,2,6,1,0,0,1,0,"Everything Everywhere All at Once:6, Whiplash:2, KPop Demon Hunters:1",연기/배우/스타 파워
physical,0.0009288029775506044,0.4605903922446879,20,1,0.04232904188436126,-0.03572840428040416,0,8,1,10,0,1,0,0,"Apex:10, Whiplash:8, Everything Everywhere All at Once:1",연기/배우/스타 파워
portrayal,0.0009259625115206923,0.4968288720778885,17,14,0.04104504421473081,-0.018509861204404468,0,8,1,1,0,0,0,7,"Whiplash:8, Don't Look Up:7, Everything Everywhere All at Once:1",연기/배우/스타 파워
stunts,0.0009257179084182107,0.3959085875272406,16,1,0.037967699204671405,-0.011058724835516674,0,0,0,14,1,0,1,0,"Apex:14, F1 The Movie:1, Red Notice:1",연기/배우/스타 파워
atmosphere,0.0008948413450241523,0.7468922319103016,14,14,0.049060590795960535,0.022102306437999805,2,5,0,2,2,1,0,2,"Whiplash:5, KPop Demon Hunters:2, Apex:2",연기/배우/스타 파워
animation,0.01162404438209554,0.6755505921021515,207,12,0.8973352487852062,0.3673491911205428,100,0,0,0,0,107,0,0,"GOAT:107, KPop Demon Hunters:100",음악/노래/사운드
songs,0.006747950391095701,0.7746700925059663,116,12,0.4698229817074881,0.030576778212236345,114,0,0,0,0,2,0,0,"KPop Demon Hunters:114, GOAT:2",음악/노래/사운드
animated,0.005024084871529869,0.738663263628774,77,12,0.4032576159747825,-0.13934481476496513,42,0,0,0,0,35,0,0,"KPop Demon Hunters:42, GOAT:35",음악/노래/사운드
demon,0.004118406872007072,0.5472890486345763,71,12,0.22408308669205668,-0.07955902818854173,60,1,0,1,0,9,0,0,"KPop Demon Hunters:60, GOAT:9, Whiplash:1",음악/노래/사운드
pop,0.004027463597828443,0.5911078740867705,73,12,0.21260353492377626,-0.052032054883565736,56,0,0,1,1,10,1,4,"KPop Demon Hunters:56, GOAT:10, Don't Look Up:4",음악/노래/사운드
kpop,0.003461954251491094,0.6928663037656349,50,12,0.188319696363168,-0.06888520844401191,47,0,0,0,0,3,0,0,"KPop Demon Hunters:47, GOAT:3",음악/노래/사운드
hunters,0.0032739134038032346,0.5671754336336721,59,12,0.1748148336566808,-0.05739255870204379,47,0,0,3,0,8,1,0,"KPop Demon Hunters:47, GOAT:8, Apex:3",음악/노래/사운드
catchy,0.002878781069749896,0.8660630734193917,42,12,0.1796941185042347,0.03287041341416752,42,0,0,0,0,0,0,0,KPop Demon Hunters:42,음악/노래/사운드
song,0.0023138510358184368,0.7590943743900302,37,12,0.13282756653099087,0.013966887561312771,26,2,1,3,2,1,0,2,"KPop Demon Hunters:26, Apex:3, Whiplash:2",음악/노래/사운드
style,0.0022989891487107707,0.6769369148232575,48,12,0.1502065899932658,0.02063404925841053,15,1,5,1,4,17,1,4,"GOAT:17, KPop Demon Hunters:15, Everything Everywhere All at Once:5",음악/노래/사운드
extremely,0.0022871400366581748,0.6990884088894915,41,12,0.14050359353798947,-0.018583972097408495,8,6,5,2,3,6,4,7,"KPop Demon Hunters:8, Don't Look Up:7, Whiplash:6",음악/노래/사운드
hope,0.00227711435973416,0.5768564909271584,47,12,0.1214502110067736,-0.03809392083615912,8,2,6,6,6,3,9,7,"Red Notice:9, KPop Demon Hunters:8, Don't Look Up:7",음악/노래/사운드
theaters,0.0022149919447714285,0.5529967155638145,31,12,0.11423190565300739,-0.07228453580077474,8,6,5,2,5,4,1,0,"KPop Demon Hunters:8, Whiplash:6, Everything Everywhere All at Once:5",음악/노래/사운드
sony,0.002174036599290258,0.7821838930549799,37,12,0.14988029084958107,0.013956926855599197,12,0,0,0,0,25,0,0,"GOAT:25, KPop Demon Hunters:12",음악/노래/사운드
voice,0.002134949070755489,0.5922885712879815,40,12,0.163669716853367,0.023768984302100334,15,2,0,1,1,21,0,0,"GOAT:21, KPop Demon Hunters:15, Whiplash:2",음악/노래/사운드
singing,0.0020496444456549858,0.723661022089043,28,12,0.12295279803814342,0.012171474738534095,28,0,0,0,0,0,0,0,KPop Demon Hunters:28,음악/노래/사운드
cringe,0.0018722082452961543,0.8082652276887332,25,12,0.10915040107747759,-0.05900874627910265,11,0,1,1,3,4,1,4,"KPop Demon Hunters:11, GOAT:4, Don't Look Up:4",음악/노래/사운드
rumi,0.001699201631163837,1.0,24,12,0.09234765204802751,-0.03187919667137998,24,0,0,0,0,0,0,0,KPop Demon Hunters:24,음악/노래/사운드
concept,0.0016143959426516419,0.5643311718027497,33,12,0.0891872528119975,-0.03697893123137866,12,3,9,2,1,3,0,3,"KPop Demon Hunters:12, Everything Everywhere All at Once:9, Whiplash:3",음악/노래/사운드
boys,0.0016024898509141231,0.5115977164723745,27,12,0.10342040057557893,0.02829042065242152,18,0,2,0,0,5,2,0,"KPop Demon Hunters:18, GOAT:5, Everything Everywhere All at Once:2",음악/노래/사운드
girl,0.0014162900675519874,0.6035119990161947,25,12,0.07357880539412039,-0.03393920473328829,11,0,1,11,2,0,0,0,"KPop Demon Hunters:11, Apex:11, F1 The Movie:2",음악/노래/사운드
girls,0.001412353984896512,0.8419318424089244,19,12,0.07725142934320772,0.016914010879835628,15,0,1,0,0,3,0,0,"KPop Demon Hunters:15, GOAT:3, Everything Everywhere All at Once:1",음악/노래/사운드
golden,0.0013285683115334455,0.516588556055489,22,12,0.06683859392754232,-0.03577794139599376,21,0,0,0,0,0,0,1,"KPop Demon Hunters:21, Don't Look Up:1",음악/노래/사운드
vibe,0.001185218077625885,0.5982919181710311,16,12,0.07548752915612382,0.03650868426767481,4,0,2,1,2,6,1,0,"GOAT:6, KPop Demon Hunters:4, Everything Everywhere All at Once:2",음악/노래/사운드
learn,0.0011589344827032501,0.5519563575061337,16,12,0.04582332195122029,0.012682322822635535,3,5,0,0,3,3,2,0,"Whiplash:5, KPop Demon Hunters:3, F1 The Movie:3",음악/노래/사운드
spider,0.0011585688459097511,0.5229536965881372,18,12,0.07398759947371697,-0.019637587316147325,10,0,0,0,0,8,0,0,"KPop Demon Hunters:10, GOAT:8",음악/노래/사운드
verse,0.0010846551825202172,0.631838329845788,22,12,0.06242255539705726,-0.014362371416499,10,0,3,0,0,8,0,1,"KPop Demon Hunters:10, GOAT:8, Everything Everywhere All at Once:3",음악/노래/사운드
female,0.000952877496033466,0.5608473814733667,15,12,0.05559342823869334,-0.010543986805817284,4,0,1,4,2,3,1,0,"KPop Demon Hunters:4, Apex:4, GOAT:3",음악/노래/사운드
saja,0.000918206328380754,0.7679159284361445,12,12,0.052882662018061785,-0.02197890689310496,11,0,1,0,0,0,0,0,"KPop Demon Hunters:11, Everything Everywhere All at Once:1",음악/노래/사운드
soda,0.0009171413908205732,0.806592512482368,11,12,0.03649447188220374,-0.012349384795177262,11,0,0,0,0,0,0,0,KPop Demon Hunters:11,음악/노래/사운드
demons,0.0009104180305328273,0.4933883806232933,13,12,0.0396960812227803,-0.009527361708184339,13,0,0,0,0,0,0,0,KPop Demon Hunters:13,음악/노래/사운드
anime,0.0009060944952084177,0.45941149190682395,15,12,0.06615857595941535,-0.0189927512350457,14,0,0,0,1,0,0,0,"KPop Demon Hunters:14, F1 The Movie:1",음악/노래/사운드
don,0.01148005270003039,0.603736164208197,291,15,0.7242291802386751,-0.46088287891360513,20,32,34,46,37,14,28,80,"Don't Look Up:80, Apex:46, F1 The Movie:37",정치/사회/풍자
think,0.00926171272627854,0.6246296714568634,218,15,0.6619489629424964,-0.2653462999229501,16,40,31,25,22,23,20,41,"Don't Look Up:41, Whiplash:40, Everything Everywhere All at Once:31",정치/사회/풍자
people,0.008434950500333894,0.49817695513900767,205,15,0.4690693172241185,-0.2944087901510669,19,32,24,19,23,10,11,67,"Don't Look Up:67, Whiplash:32, Everything Everywhere All at Once:24",정치/사회/풍자
know,0.006492111845540731,0.80136446662727,146,15,0.4448832148631053,-0.15729250787122542,14,14,22,22,29,10,11,24,"F1 The Movie:29, Don't Look Up:24, Everything Everywhere All at Once:22",정치/사회/풍자
real,0.006019784618430275,0.5236185832710679,140,15,0.3149324974629564,-0.14419854624791675,6,17,10,21,40,3,4,39,"F1 The Movie:40, Don't Look Up:39, Apex:21",정치/사회/풍자
world,0.005903451715374541,0.8569053458721533,132,15,0.32485645592946033,-0.10183395389545177,17,15,10,3,21,14,5,47,"Don't Look Up:47, F1 The Movie:21, KPop Demon Hunters:17",정치/사회/풍자
look,0.005652114589495004,0.7413751747959655,127,15,0.31522142835141836,-0.16857148904068203,8,12,5,10,7,8,10,67,"Don't Look Up:67, Whiplash:12, Apex:10",정치/사회/풍자
want,0.004907686674462791,0.5114389098666763,98,15,0.31221174499402593,-0.1764378688212747,5,16,14,10,6,6,22,19,"Red Notice:22, Don't Look Up:19, Whiplash:16",정치/사회/풍자
need,0.004469353651742277,0.7412584556052982,83,15,0.23830881550585795,-0.13423452592716917,8,12,10,9,12,8,10,14,"Don't Look Up:14, Whiplash:12, F1 The Movie:12",정치/사회/풍자
humor,0.0043869215550659405,0.5200471478808815,87,15,0.2630554221789602,-0.006728484034472549,12,1,12,0,0,14,20,28,"Don't Look Up:28, Red Notice:20, GOAT:14",정치/사회/풍자
star,0.004125694420216828,0.5431114889001809,84,15,0.20674917213332503,-0.12384566196472167,3,1,8,12,8,4,16,32,"Don't Look Up:32, Red Notice:16, Apex:12",정치/사회/풍자
satire,0.003971066659681295,0.5665506859867702,72,15,0.16345765959061415,-0.0796368704697373,0,0,1,0,0,0,0,71,"Don't Look Up:71, Everything Everywhere All at Once:1",정치/사회/풍자
critics,0.003638268251501505,0.62258390557939,58,15,0.25974570279893383,-0.0431781011873701,1,0,3,3,1,1,25,24,"Red Notice:25, Don't Look Up:24, Everything Everywhere All at Once:3",정치/사회/풍자
audience,0.003466116043128314,0.4568680270779371,72,15,0.19109753608887362,-0.08631981232332109,6,11,10,6,8,3,11,17,"Don't Look Up:17, Whiplash:11, Red Notice:11",정치/사회/풍자
things,0.003298627421233673,0.4403915014600935,81,15,0.199840937194626,-0.10787100640612869,11,13,9,13,5,7,8,15,"Don't Look Up:15, Whiplash:13, Apex:13",정치/사회/풍자
point,0.003260507980471,0.6794038427979301,79,15,0.16635727740471026,-0.10620786642625946,6,13,14,7,6,2,7,24,"Don't Look Up:24, Everything Everywhere All at Once:14, Whiplash:13",정치/사회/풍자
laugh,0.0031155467731016693,0.4674744085697646,54,15,0.172420943851233,-0.09747650528552794,6,2,9,2,0,3,10,22,"Don't Look Up:22, Red Notice:10, Everything Everywhere All at Once:9",정치/사회/풍자
trying,0.0030664985111145647,1.0,65,15,0.15253171630543802,-0.09751641340515764,3,6,14,11,4,3,4,20,"Don't Look Up:20, Everything Everywhere All at Once:14, Apex:11",정치/사회/풍자
believe,0.0028508826947084872,0.3930273727454695,64,15,0.16072697511960135,-0.11794786597853853,5,10,7,10,9,7,5,11,"Don't Look Up:11, Whiplash:10, Apex:10",정치/사회/풍자
society,0.00277422452475449,0.5415431636132015,45,15,0.11567635221606137,0.009028112445156696,3,1,1,0,0,0,0,40,"Don't Look Up:40, KPop Demon Hunters:3, Whiplash:1",정치/사회/풍자
score,0.0027708044428165733,0.7550249192531032,49,15,0.1402568137584528,-0.015577201720337993,3,4,6,3,16,3,7,7,"F1 The Movie:16, Red Notice:7, Don't Look Up:7",정치/사회/풍자
hate,0.0027399672633040234,0.6598104168371732,44,15,0.1556517037665905,-0.046034039877043444,7,7,6,4,2,1,7,10,"Don't Look Up:10, KPop Demon Hunters:7, Whiplash:7",정치/사회/풍자
fact,0.0025829482645943337,0.6501857183648538,49,15,0.1344505484285607,-0.047300440159088,1,7,12,5,8,2,4,10,"Everything Everywhere All at Once:12, Don't Look Up:10, F1 The Movie:8",정치/사회/풍자
shows,0.002555369521108663,0.4835979230918528,54,15,0.14736635088987804,-0.0448176168725592,3,12,3,5,5,9,3,14,"Don't Look Up:14, Whiplash:12, GOAT:9",정치/사회/풍자
happen,0.0024378649555491095,0.5669179162938227,46,15,0.12315041425927499,-0.10034133535658887,2,4,3,10,2,2,4,19,"Don't Look Up:19, Apex:10, Whiplash:4",정치/사회/풍자
entertainment,0.002261366870504766,0.5061216130172326,42,15,0.09951707107783755,-0.05376022433344351,0,1,2,8,5,1,14,11,"Red Notice:14, Don't Look Up:11, Apex:8",정치/사회/풍자
modern,0.0022519811006962865,0.6188391926603546,45,15,0.09882461740134059,-0.029390611570522508,5,7,8,1,3,2,1,18,"Don't Look Up:18, Everything Everywhere All at Once:8, Whiplash:7",정치/사회/풍자
true,0.0022170442758621296,0.5066998916774449,48,15,0.11643244021410339,-0.06063504998910592,6,9,7,3,7,3,1,12,"Don't Look Up:12, Whiplash:9, Everything Everywhere All at Once:7",정치/사회/풍자
self,0.002199347341820902,0.6388948960669277,45,15,0.10343668878061354,-0.04685953776838142,7,11,5,3,2,1,5,11,"Whiplash:11, Don't Look Up:11, KPop Demon Hunters:7",정치/사회/풍자
exactly,0.0021799930121013085,0.471882573783709,46,15,0.12198920585620679,-0.07026361801936189,6,6,2,8,5,3,7,9,"Don't Look Up:9, Apex:8, Red Notice:7",정치/사회/풍자
instead,0.0021181256730966108,0.3192887176985236,56,15,0.1253744297420026,-0.09050876844994443,2,5,9,11,7,3,4,15,"Don't Look Up:15, Apex:11, Everything Everywhere All at Once:9",정치/사회/풍자
thinking,0.0021103902063085954,0.41924062191793215,42,15,0.12416098850442583,-0.07293699636582662,1,5,10,6,2,0,5,13,"Don't Look Up:13, Everything Everywhere All at Once:10, Apex:6",정치/사회/풍자
reality,0.0020948643555122244,0.4239053042922966,41,15,0.10078625391952825,-0.06701702915169962,0,7,9,3,3,0,1,18,"Don't Look Up:18, Everything Everywhere All at Once:9, Whiplash:7",정치/사회/풍자
wrong,0.0020696065767263918,0.48995368198898326,42,15,0.12637691551382269,-0.05169580321389794,5,6,4,2,9,1,4,11,"Don't Look Up:11, F1 The Movie:9, Whiplash:6",정치/사회/풍자
seriously,0.002016164175906038,0.4490691841277497,37,15,0.11475886019823839,-0.031958984889059135,2,4,5,3,3,1,9,10,"Don't Look Up:10, Red Notice:9, Everything Everywhere All at Once:5",정치/사회/풍자
political,0.001999714899396962,0.4870008355257332,42,15,0.10311753400568423,-0.040271889662129204,0,0,0,0,0,0,0,42,Don't Look Up:42,정치/사회/풍자
day,0.001982396455684229,0.3671827641623386,45,15,0.11537388964642376,-0.059918476020241786,6,5,5,6,3,4,6,10,"Don't Look Up:10, KPop Demon Hunters:6, Apex:6",정치/사회/풍자
opinion,0.001966214071307989,0.698916122218667,40,15,0.1296234395961927,-0.043033533600892265,8,5,4,4,5,7,1,6,"KPop Demon Hunters:8, GOAT:7, Don't Look Up:6",정치/사회/풍자
low,0.0019382483755509758,0.6134789761147796,27,15,0.100898578451202,-0.05281333360061642,6,3,3,4,1,2,5,3,"KPop Demon Hunters:6, Red Notice:5, Apex:4",정치/사회/풍자
turn,0.00193681356053596,0.5103176864537642,34,15,0.09550558459708085,-0.0689173007412064,1,2,5,4,7,1,11,3,"Red Notice:11, F1 The Movie:7, Everything Everywhere All at Once:5",정치/사회/풍자
change,0.0019262898529405178,0.4046928898527308,40,15,0.10250166108549764,-0.02598365819836655,4,4,4,3,1,1,2,21,"Don't Look Up:21, KPop Demon Hunters:4, Whiplash:4",정치/사회/풍자
getting,0.001918119446953261,0.41927569047725183,39,15,0.09878144822959137,-0.07424982177811225,3,8,4,11,2,1,6,4,"Apex:11, Whiplash:8, Red Notice:6",정치/사회/풍자
accurate,0.001902639668400618,0.7073872377177151,31,15,0.07884519744833782,-0.03041051357782554,1,2,1,3,6,1,0,17,"Don't Look Up:17, F1 The Movie:6, Apex:3",정치/사회/풍자
today,0.0018954959693340899,0.6751012308235428,30,15,0.0813083214350294,-0.014817391351708571,1,4,4,1,2,2,0,16,"Don't Look Up:16, Whiplash:4, Everything Everywhere All at Once:4",정치/사회/풍자
human,0.0018741855292791852,0.480543915898262,39,15,0.08834517964251785,-0.004803459453691724,3,4,8,3,2,2,1,16,"Don't Look Up:16, Everything Everywhere All at Once:8, Whiplash:4",정치/사회/풍자
media,0.0018422437415970489,0.3685990170227562,41,15,0.07378749453079182,-0.04447291409309774,1,1,0,1,2,1,1,34,"Don't Look Up:34, F1 The Movie:2, KPop Demon Hunters:1",정치/사회/풍자
current,0.0018347601154103546,0.5669059543166025,34,15,0.06718857908998453,-0.046183619562883395,1,0,1,4,2,1,2,23,"Don't Look Up:23, Apex:4, F1 The Movie:2",정치/사회/풍자
sad,0.0018270606573803153,0.877957934430029,31,15,0.10853250112892338,-0.0435050583681376,2,3,7,3,3,1,3,9,"Don't Look Up:9, Everything Everywhere All at Once:7, Whiplash:3",정치/사회/풍자
goes,0.0018119173002347773,0.47395993163909117,39,15,0.10096255082455888,-0.07813725601824358,4,4,11,5,2,3,3,7,"Everything Everywhere All at Once:11, Don't Look Up:7, Apex:5",정치/사회/풍자
brain,0.0018048855968426137,0.6586188812106779,25,15,0.07899922210028967,-0.045064590243683235,3,1,3,3,1,1,8,5,"Red Notice:8, Don't Look Up:5, KPop Demon Hunters:3",정치/사회/풍자
dark,0.0017839227059835488,0.7449292542002682,28,15,0.08133601868781616,0.014800417066083135,2,7,2,4,0,0,1,12,"Don't Look Up:12, Whiplash:7, Apex:4",정치/사회/풍자
able,0.0017689145772122527,0.4844771905426322,34,15,0.09672134959717532,-0.03272379593440359,8,5,8,1,2,1,1,8,"KPop Demon Hunters:8, Everything Everywhere All at Once:8, Don't Look Up:8",정치/사회/풍자
hits,0.0017155369588005996,0.5573485325125248,33,15,0.09142534762440437,-0.010140121484046022,1,3,5,1,5,3,1,14,"Don't Look Up:14, Everything Everywhere All at Once:5, F1 The Movie:5",정치/사회/풍자
climate,0.0016516503478922117,0.3901422483262703,33,15,0.06843366859465343,-0.04735390866331542,0,1,0,0,0,0,0,32,"Don't Look Up:32, Whiplash:1",정치/사회/풍자
dicaprio,0.0016399638973128878,0.3508661316469363,41,15,0.08038129263958887,-0.05575535829378853,0,0,0,0,1,0,0,40,"Don't Look Up:40, F1 The Movie:1",정치/사회/풍자
clever,0.0016278924842033026,0.7338480242358514,26,15,0.07947645875884268,-0.02046903517273816,2,1,4,0,2,0,5,12,"Don't Look Up:12, Red Notice:5, Everything Everywhere All at Once:4",정치/사회/풍자
use,0.0015941461188448696,0.4504139767994637,31,15,0.0844095159347949,-0.029879215183554252,2,3,2,9,2,4,2,7,"Apex:9, Don't Look Up:7, GOAT:4",정치/사회/풍자
important,0.0015885418480664254,0.41590816915923984,35,15,0.07501463371507419,-0.029968785854632057,2,8,5,1,3,2,2,12,"Don't Look Up:12, Whiplash:8, Everything Everywhere All at Once:5",정치/사회/풍자
american,0.00158665140827021,0.6591907056376268,29,15,0.0673872650401657,-0.0495883616194471,0,2,3,4,7,0,2,11,"Don't Look Up:11, F1 The Movie:7, Apex:4",정치/사회/풍자
power,0.001558008265069554,0.4906036512280201,30,15,0.06700680462390655,-0.035965767365181714,5,1,2,1,2,3,6,10,"Don't Look Up:10, Red Notice:6, KPop Demon Hunters:5",정치/사회/풍자
culture,0.0015480021029976023,0.29967334764280246,36,15,0.0785710308926582,-0.02121041493947045,10,0,2,0,0,9,0,15,"Don't Look Up:15, KPop Demon Hunters:10, GOAT:9",정치/사회/풍자
earth,0.0015376660681064842,0.35803895641790007,35,15,0.07299876887127593,-0.035306457572147676,1,2,2,2,0,1,0,27,"Don't Look Up:27, Whiplash:2, Everything Everywhere All at Once:2",정치/사회/풍자
heavy,0.001520775588341057,0.3956393121223849,29,15,0.06761607858177153,-0.024992291163489513,3,1,1,1,1,4,1,17,"Don't Look Up:17, GOAT:4, KPop Demon Hunters:3",정치/사회/풍자
ultimately,0.0015018905205408776,0.468678161149868,35,15,0.06512179944848054,-0.057441422887860194,0,5,7,4,3,2,3,11,"Don't Look Up:11, Everything Everywhere All at Once:7, Whiplash:5",정치/사회/풍자
disaster,0.0014790032773499455,0.659346532764543,25,15,0.06967936034483443,-0.05052991889766784,0,0,1,2,0,0,2,20,"Don't Look Up:20, Apex:2, Red Notice:2",정치/사회/풍자
comet,0.0014448540003100994,0.5339228757322406,29,15,0.06300702329091244,-0.04936808001038677,0,0,0,0,0,0,0,29,Don't Look Up:29,정치/사회/풍자
smart,0.0014017597452549166,0.5353914835101822,26,15,0.06763442768396374,-0.020728021862563915,0,2,3,3,1,2,4,11,"Don't Look Up:11, Red Notice:4, Everything Everywhere All at Once:3",정치/사회/풍자
deserves,0.0013998328904800672,0.31046418420259,30,15,0.09509955861734634,-0.044459008593290196,6,6,6,4,2,3,1,2,"KPop Demon Hunters:6, Whiplash:6, Everything Everywhere All at Once:6",정치/사회/풍자
general,0.0013572942296523178,0.46088151243188047,27,15,0.07689694835904061,-0.05121474736293695,1,2,2,1,9,3,2,7,"F1 The Movie:9, Don't Look Up:7, GOAT:3",정치/사회/풍자
issues,0.0013402510235273998,0.34581147756740144,28,15,0.0806676788324262,-0.029898776798907192,3,1,1,2,1,5,1,14,"Don't Look Up:14, GOAT:5, KPop Demon Hunters:3",정치/사회/풍자
jennifer,0.0013161401073334298,0.5209270529515733,27,15,0.07248564699633911,-0.012015333180612927,0,0,0,0,0,1,0,26,"Don't Look Up:26, GOAT:1",정치/사회/풍자
meaning,0.001312950361443808,0.46552979137267414,28,15,0.07874213155889735,-0.04684323513522772,4,3,13,1,1,0,2,4,"Everything Everywhere All at Once:13, KPop Demon Hunters:4, Don't Look Up:4",정치/사회/풍자
close,0.001254030980280525,0.30338468070561153,27,15,0.06374115887515955,-0.03871202437741435,0,6,2,3,5,0,2,9,"Don't Look Up:9, Whiplash:6, F1 The Movie:5",정치/사회/풍자
lawrence,0.0012258333882468667,0.3823806740155486,32,15,0.06710681791121152,-0.034227201188827244,0,0,0,0,0,0,0,32,Don't Look Up:32,정치/사회/풍자
